curveID,curveName,pillar,campaignproduct,mediagroup,2022_wk8,2022_wk9,2022_wk10,2022_wk11,2022_wk12,2022_wk13,2022_wk14,2022_wk15,2022_wk16,2022_wk17,2022_wk18,2022_wk19,2022_wk20,2022_wk21,2022_wk22,2022_wk23,2022_wk24,2022_wk25,2022_wk26,2022_wk27,2022_wk28,2022_wk29,2022_wk30,2022_wk31,2022_wk32,2022_wk33,2022_wk34,2022_wk35,2022_wk36,2022_wk37,2022_wk38,2022_wk39,2022_wk40,2022_wk41,2022_wk42,2022_wk43,2022_wk44,2022_wk45,2022_wk46,2022_wk47,2022_wk48,2022_wk49,2022_wk50,2022_wk51,2022_wk52,2023_wk1,2023_wk2,2023_wk3,2023_wk4,2023_wk5,2023_wk6,2023_wk7,2023_wk8,2023_wk9,2023_wk10,2023_wk11,2023_wk12,2023_wk13,2023_wk14,2023_wk15,2023_wk16,2023_wk17,2023_wk18,2023_wk19,2023_wk20,2023_wk21,2023_wk22,2023_wk23,2023_wk24,2023_wk25,2023_wk26,2023_wk27,2023_wk28,2023_wk29,2023_wk30,2023_wk31,2023_wk32,2023_wk33,2023_wk34,2023_wk35,2023_wk36,2023_wk37,2023_wk38,2023_wk39,2023_wk40,2023_wk41,2023_wk42,2023_wk43,2023_wk44,2023_wk45,2023_wk46,2023_wk47,2023_wk48,2023_wk49,2023_wk50,2023_wk51,2023_wk52,2024_wk1,2024_wk2,2024_wk3,2024_wk4,2024_wk5,2024_wk6,2024_wk7,2024_wk8,2024_wk9,2024_wk10,2024_wk11,2024_wk12,2024_wk13,2024_wk14,2024_wk15,2024_wk16,2024_wk17,2024_wk18,2024_wk19,2024_wk20,2024_wk21,2024_wk22,2024_wk23,2024_wk24,2024_wk25,2024_wk26,2024_wk27,2024_wk28,2024_wk29,2024_wk30,2024_wk31,2024_wk32,2024_wk33,2024_wk34,2024_wk35,2024_wk36,2024_wk37,2024_wk38,2024_wk39,2024_wk40,2024_wk41,2024_wk42,2024_wk43,2024_wk44,2024_wk45,2024_wk46,2024_wk47,2024_wk48,2024_wk49,2024_wk50,2024_wk51,2024_wk52,2025_wk1,2025_wk2,2025_wk3,2025_wk4,2025_wk5,2025_wk6,2025_wk7,2025_wk8,2025_wk9,2025_wk10,2025_wk11,2025_wk12,2025_wk13,2025_wk14,2025_wk15,2025_wk16,2025_wk17,2025_wk18,2025_wk19,2025_wk20,2025_wk21,2025_wk22,2025_wk23,2025_wk24,2025_wk25,2025_wk26,2025_wk27,2025_wk28,2025_wk29,2025_wk30,2025_wk31,2025_wk32,2025_wk33,2025_wk34,2025_wk35,2025_wk36,2025_wk37,2025_wk38,2025_wk39,2025_wk40,2025_wk41,2025_wk42,2025_wk43,2025_wk44,2025_wk45,2025_wk46,2025_wk47,2025_wk48,2025_wk49,2025_wk50,2025_wk51,2025_wk52,2026_wk1,2026_wk2,2026_wk3,2026_wk4,2026_wk5,2026_wk6,2026_wk7,2026_wk8,2026_wk9,2026_wk10,2026_wk11,2026_wk12,2026_wk13,2026_wk14,2026_wk15,2026_wk16,2026_wk17,2026_wk18,2026_wk19,2026_wk20,2026_wk21,2026_wk22,2026_wk23,2026_wk24,2026_wk25,2026_wk26,2026_wk27,2026_wk28,2026_wk29,2026_wk30,2026_wk31,2026_wk32,2026_wk33,2026_wk34
32,qualityfooddftfreefromrootsoulfinestaoInfluencer,qualityfood,dftfreefromrootsoulfinestao,Influencer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14243,16617,16617,2374,0,0,0,7687,17236,26699,26699,26699,26699,36429,43727,43727,43727,43727,43727,73388,85253,85253,54019,38788,31945,31945,31945,14715,1692,0,0,0,9081,21190,21190,21190,21190,21190,15922,11741,1282,0,0,0,0,0,0,0,5135,7188,1027,0,0,0,0,0,0,0,8678,13753,13753,13753,20637,12244,12197,12233,1777,43727,43727,43727,43727,73388,85253,85253,54019,38788,31945,31945,31945,14715,1692,0,0,0,9081,21190,21190,21190,21190,21190,15922,11741,1282,0,0,0,0,0,0,0,5135,7188,1027,0,0,0,0,0,0,0,8678,13753,13753,13753,20637,12244,12197,12233,1777
33,qualityfoodfinestOut of home,qualityfood,finest,Out of home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203510,250027,36363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231839,267326,39535,0,0,0,0,0,70797,177897,121355,15474,0,0,0,62195,174817,130435,17484,0,70879,176478,121531,15897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74759,16945,119570,20896,62195,174817,130435,17484,0,70879,176478,121531,15897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74759,16945,119570,20896
34,qualityfoodfinestDigital display,qualityfood,finest,Digital display,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25215,119242,103044,20434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35516,51253,41102,9799,837,0,0,0,0,0,14825,30547,31718,18022,7984,11838,31283,34306,32114,25565,49146,49938,34172,19748,24615,5078,1053,6794,22372,23293,15995,19792,19434,16135,15695,12641,17063,4648,9623,6421,6249,5599,5487,7167,10190,10190,10190,12318,9742,8735,11310,12654,11646,11198,10526,11086,12094,13774,15255,13791,19090,15303,16324,14385,12125,15123,1317,11838,31283,34306,32114,25565,49146,49938,34172,19748,24615,5078,1053,6794,22372,23293,15995,19792,19434,16135,15695,12641,17063,4648,9623,6421,6249,5599,5487,7167,10190,10190,10190,12318,9742,8735,11310,12654,11646,11198,10526,11086,12094,13774,15255,13791,19090,15303,16324,14385,12125,15123,1317
35,fairpricesccthreezeroOut of home,fairprices,ccthreezero,Out of home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24004,76726,99831,12615,0,0,0,0,0,0,0,0,0,21164,242105,112361,58558,6684,0,0,60639,75270,78189,11450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24004,76726,99831,12615,0,0,0,0,0,0,0,0,0,21164,242105,112361,58558,6684,0,0,60639,75270,78189,11450,0,0,0,0
36,otherotherPrint,other,other,Print,25768,79702,34192,283598,98525,0,3333,13386,345086,178012,219442,149913,299625,52048,77069,170118,269053,147903,23586,0,0,101726,64705,78008,131153,119376,121983,81662,45095,64580,46006,167850,75872,56055,60660,44415,0,0,0,24867,0,0,0,0,0,45156,57189,202512,22579,0,0,0,0,0,0,0,0,0,78958,89685,0,60246,0,80823,70550,46708,20501,0,0,0,46023,27008,8784,0,0,0,57386,66295,74051,0,0,0,24568,0,0,18568,0,20473,31438,0,1670,53317,0,0,0,0,14708,65551,86091,42106,59943,30287,138609,132848,53675,62214,40143,8646,0,1802,1802,0,0,10700,0,0,0,1802,3572,1770,959,0,7533,0,0,9792,9792,11594,11594,12821,12247,46888,18782,0,0,1868,48181,18052,76435,40997,1012,1012,0,10210,1286,4786,1286,0,0,0,0,0,0,5101,20603,8254,48847,104133,21791,3153,15215,3153,8509,12637,11662,0,8959,40512,1103,17485,47976,25179,991,1802,3248,811,10363,7087,0,584,584,60618,0,46888,18782,0,0,1868,48181,18052,76435,40997,1012,1012,0,10210,1286,4786,1286,0,0,0,0,0,0,5101,20603,8254,48847,104133,21791,3153,15215,3153,8509,12637,11662,0,8959,40512,1103,17485,47976,25179,991,1802,3248,811,10363,7087,0,584,584,60618,0
37,qualityfoodfoodthreezeroPaid social,qualityfood,foodthreezero,Paid social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5013,57177,78388,11586,0,128170,96484,49192,6693,0,0,0,0,0,31739,73570,48988,18346,2123,0,23459,33567,28980,3892,0,24665,32237,31997,4963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5013,57177,78388,11586,0,128170,96484,49192,6693,0,0,0,0,0,31739,73570,48988,18346,2123,0,23459,33567,28980,3892,0,24665,32237,31997,4963,0
38,qualityfoodfoodthreezeroDigital display,qualityfood,foodthreezero,Digital display,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103996,63960,102602,28244,0,31801,53809,56911,5965,0,0,0,0,0,10571,71237,90854,9460,0,4812,9068,13202,14771,12721,12155,17545,28867,22349,6846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103996,63960,102602,28244,0,31801,53809,56911,5965,0,0,0,0,0,10571,71237,90854,9460,0,4812,9068,13202,14771,12721,12155,17545,28867,22349,6846,0
39,fairpricespricecutsPrint,fairprices,pricecuts,Print,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53436,87662,8784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319277,80546,103095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462083,168487,56050,61973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462083,168487,56050,61973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,fairpricesccpAudio,fairprices,ccp,Audio,0,8949,15661,15661,6712,0,0,0,0,0,0,0,0,0,0,0,0,23491,32888,32888,4698,0,0,0,0,0,0,7504,17508,17508,7504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7737,27080,27080,3869,0,0,0,24164,28191,28191,4027,0,0,0,0,0,0,0,0,19373,27123,27123,3875,0,0,0,0,9258,21602,21602,21602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51063,43986,0,102029,143492,14039,0,0,0,0,0,0,0,0,0,4343,26629,35214,4254,0,0,0,0,0,16561,28538,1868,0,0,14362,18340,14261,0,0,0,0,0,0,0,202305,396467,0,0,0,0,0,0,0,0,0,16530,27108,23066,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202305,396467,0,0,0,0,0,0,0,0,0,16530,27108,23066,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,seasonaleasterVideo,seasonal,easter,Video,0,0,0,0,136349,186526,200726,6682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147215,235082,176710,8466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72559,102792,91763,4582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192290,271757,240831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192290,271757,240831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,qualityfoodfinestPrint,qualityfood,finest,Print,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109523,96825,60339,23879,1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279701,137574,127742,0,0,0,0,0,0,50526,212854,11269,0,1276,3135,27863,47572,29659,3597,85722,54268,113789,6121,3135,1859,3135,1859,20152,1859,3135,3135,3135,3135,1859,3135,1859,3135,1859,3135,1859,46797,1859,1859,1859,1859,1859,1859,1858,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,63893,90879,0,27863,47572,29659,3597,85722,54268,113789,6121,3135,1859,3135,1859,20152,1859,3135,3135,3135,3135,1859,3135,1859,3135,1859,3135,1859,46797,1859,1859,1859,1859,1859,1859,1858,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,63893,90879,0
43,fairpricesccptOut of home,fairprices,ccpt,Out of home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117043,165048,131777,92389,13905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17909,0,0,17519,45771,71674,9936,0,0,0,0,0,0,0,0,117043,165048,131777,92389,13905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17909,0,0,17519,45771,71674,9936,0,0
